Searched by ion,Searced by name,Product Mass,QualifierMass,Compound,Retention Time,report.results_GT_001_Lipid_1(raw),report.results_GT_001_Lipid_10(raw),report.results_GT_001_Lipid_11(raw),report.results_GT_001_Lipid_12(raw),report.results_GT_001_Lipid_13(raw),report.results_GT_001_Lipid_14(raw),report.results_GT_001_Lipid_15(raw),report.results_GT_001_Lipid_16(raw),report.results_GT_001_Lipid_17(raw),report.results_GT_001_Lipid_18(raw),report.results_GT_001_Lipid_19(raw),report.results_GT_001_Lipid_2(raw),report.results_GT_001_Lipid_20(raw),report.results_GT_001_Lipid_21(raw),report.results_GT_001_Lipid_22(raw),report.results_GT_001_Lipid_23(raw),report.results_GT_001_Lipid_24(raw),report.results_GT_001_Lipid_25(raw),report.results_GT_001_Lipid_26(raw),report.results_GT_001_Lipid_27(raw),report.results_GT_001_Lipid_28(raw),report.results_GT_001_Lipid_29(raw),report.results_GT_001_Lipid_3(raw),report.results_GT_001_Lipid_4(raw),report.results_GT_001_Lipid_5(raw),report.results_GT_001_Lipid_6(raw),report.results_GT_001_Lipid_7(raw),report.results_GT_001_Lipid_8(raw),report.results_GT_001_Lipid_9(raw),report.results_GT_001_Lipid_1: Log2(normalized),report.results_GT_001_Lipid_10: Log2(normalized),report.results_GT_001_Lipid_11: Log2(normalized),report.results_GT_001_Lipid_12: Log2(normalized),report.results_GT_001_Lipid_13: Log2(normalized),report.results_GT_001_Lipid_14: Log2(normalized),report.results_GT_001_Lipid_15: Log2(normalized),report.results_GT_001_Lipid_16: Log2(normalized),report.results_GT_001_Lipid_17: Log2(normalized),report.results_GT_001_Lipid_18: Log2(normalized),report.results_GT_001_Lipid_19: Log2(normalized),report.results_GT_001_Lipid_2: Log2(normalized),report.results_GT_001_Lipid_20: Log2(normalized),report.results_GT_001_Lipid_21: Log2(normalized),report.results_GT_001_Lipid_22: Log2(normalized),report.results_GT_001_Lipid_23: Log2(normalized),report.results_GT_001_Lipid_24: Log2(normalized),report.results_GT_001_Lipid_25: Log2(normalized),report.results_GT_001_Lipid_26: Log2(normalized),report.results_GT_001_Lipid_27: Log2(normalized),report.results_GT_001_Lipid_28: Log2(normalized),report.results_GT_001_Lipid_29: Log2(normalized),report.results_GT_001_Lipid_3: Log2(normalized),report.results_GT_001_Lipid_4: Log2(normalized),report.results_GT_001_Lipid_5: Log2(normalized),report.results_GT_001_Lipid_6: Log2(normalized),report.results_GT_001_Lipid_7: Log2(normalized),report.results_GT_001_Lipid_8: Log2(normalized),report.results_GT_001_Lipid_9: Log2(normalized),Compound Name,Measured Retention Time,Product Mass,QualifierMass,CASNumber,CompoundType,ISTDCompoundName,Mass Column
found  ,,866.6684,867.6718,C1759 - 6.331,6.331,30054.166,85697.09,105275.695,118878.83,80420.734,78923.53,106501.07,76652.3,90518.836,85683.52,92616.14,117787.64,78388.43,105575.41,98024.23,89676.48,112740.18,80049.99,113674.54,91890.516,72698.06,132122.75,52113.53,81754.93,70158.234,84413.086,76665.65,64861.855,68405.664,14.8752775,16.38696,16.683813,16.85913,16.29528,16.268167,16.700508,16.226042,16.465929,16.38673,16.498976,16.845829,16.258354,16.687914,16.58085,16.452442,16.782642,16.288612,16.79455,16.487629,16.14963,17.011518,15.669371,16.319017,16.098324,16.36518,16.226292,15.985083,16.061829,C1759 - 6.331,6.3318334,866.6684,867.6718,,Target,,0
not found ,,899.6087,900.6116,C1762 - 7.362,7.362,1.00E-05,37540.164,36180.344,48528.234,76931.87,52376.484,21790.834,61204.44,112322.695,27920.012,13232.143,8675.758,1.00E-05,23296.55,40009.625,159413.25,1.00E-05,1.00E-05,40575.81,64189.508,82597.234,51483.836,62223.36,100407.54,85102.86,1.00E-05,28515.326,61430.574,15188.874,-16.60964,15.196148,15.142919,15.566536,16.231293,15.676631,14.411433,15.901348,16.77729,14.7690115,13.691759,13.082774,-16.60964,14.507829,15.288059,17.282412,-16.60964,-16.60964,15.308332,15.97005,16.333805,15.651832,15.925168,16.615507,16.37692,-16.60964,14.79945,15.90667,13.890728,C1762 - 7.362,7.17665,899.6087,900.6116,,Target,,0
not found ,,771.4309,772.4348,C1767 - 1.635,1.635,77175.2,75847.195,73047.81,76264.88,86367.96,77883.02,67164.6,75080.44,69365.06,81815.09,70733.46,80924.66,66695.4,65964.91,68322.6,79640.26,74705.164,73424.336,65274.574,71811.74,68570.72,62382.773,88163.414,78476.086,76826.14,86881.03,82982.4,67476.945,74768.09,16.23585,16.210808,16.156553,16.21873,16.398209,16.249022,16.035414,16.19615,16.08192,16.32008,16.110106,16.304293,16.0253,16.00941,16.060076,16.28121,16.188921,16.16397,15.994234,16.131933,16.065306,15.92886,16.427893,16.259964,16.22931,16.406754,16.340517,16.042107,16.190136,C1767 - 1.635,1.6025333,771.4309,772.4348,,Target,,0
not found ,,436.3399,437.3417,C1772 - 2.203,2.203,21798.504,32461.479,23539.396,53140.465,22941.072,22998.28,17109.238,35424.996,9009.621,7185.0703,38265.86,36002.17,23212.162,15320.333,166429.75,27633.545,14252.122,14213.317,8441.583,43554.277,17055.656,14619.702,14296.093,58688.87,27058.818,15534.517,40281.477,40361.79,538229.75,14.411942,14.986442,14.52279,15.697524,14.485644,14.489239,14.062488,15.11248,13.137251,12.810787,15.223771,15.135797,14.502594,13.90316,17.344553,14.754133,13.798889,13.794955,13.043298,15.410527,14.057962,13.835626,13.803333,15.840799,14.723812,13.92319,15.29783,15.300702,19.037863,C1772 - 2.203,2.2899833,436.3399,437.3417,,Target,,0
not found ,,633.5068,634.51,C1775 - 6.974,6.974,144493.11,50819.875,73425.69,8387.661,57134.555,216165.58,37962.062,107735.39,25788.504,34107.816,66713.484,140536.98,21578.996,68555.555,28635.104,53968.023,17903.697,40416.312,415917.12,30533.277,87191.7,66865.586,41683.836,37132.35,161610.3,228337.62,24546.27,40189.812,65797.914,17.140642,15.633104,16.163998,13.034053,15.802075,17.721777,15.212272,16.717133,14.654441,15.057815,16.02569,17.10059,14.397341,16.064985,14.805496,15.719817,14.127971,15.30265,18.665936,14.898095,16.411903,16.028976,15.3472,15.180388,17.302158,17.80081,14.583217,15.294542,16.005754,C1775 - 6.974,6.9944334,633.5068,634.51,,Target,,0
not found ,,415.2998,416.3034,C1788 - 2.23,2.23,64894.977,45620.074,68689.91,40646.242,48089.707,20119.621,26277.072,17423.21,16888.434,16803.264,55122.926,47297.64,21027.547,22724.234,43729.07,15760.225,46363.93,16223.486,70587.25,25686.785,18137.275,27871.531,21272.293,56800.863,49270.652,441133.84,62712.082,134943.92,37357.336,15.985819,15.477381,16.06781,15.310834,15.553441,14.296315,14.681517,14.088722,14.043748,14.036453,15.750365,15.52948,14.359993,14.471944,15.416305,13.944001,15.500715,13.985796,16.10712,14.648739,14.146669,14.766504,14.376687,15.793625,15.588442,18.750856,15.936456,17.042,15.189104,C1788 - 2.23,2.1491833,415.2998,416.3034,,Target,,0
not found ,,771.5555,772.5598,C1791 - 6.911,6.911,25663.674,18297.928,107591.984,46670.71,20215.764,22184.035,9236.276,74131.66,26427.756,23796.305,13872.944,28881.635,30021.086,110634.555,23026.922,22783.404,23139.084,47811.098,30077.975,19052.914,42166.156,30215.645,13180.785,31589.506,35293.67,38217.47,28467.582,30708.17,24123.756,14.64744,14.159392,16.715212,15.510229,14.303193,14.437234,13.173095,16.177803,14.689766,14.53845,13.759987,14.817864,14.873689,16.755444,14.491034,14.475696,14.498044,15.545057,14.876419,14.217725,15.363797,14.883008,13.686149,14.947158,15.107122,15.221945,14.797032,14.906335,14.5581665,C1791 - 6.911,7.1269665,771.5555,772.5598,,Target,,0
found  ,,534.3287,535.3281,C1802 - 1.092,1.092,96877.79,591896.94,525234,975717,35483.203,18258.23,63951.58,103553.99,41806.83,31400.672,83986.734,181897.58,55405.723,22279.422,452057.16,149522.64,576428.4,87062.77,30421.812,39167.45,396700.22,49513.2,113213.9,72034.055,66428.92,35162.777,55863.168,755888.6,48834.113,16.563879,19.174988,19.002602,19.896103,15.114848,14.15626,15.964693,16.660025,15.351451,14.938508,16.357874,17.472767,15.757748,14.443423,18.786144,17.190004,19.136782,16.40977,14.892818,15.257368,18.597689,15.595526,16.788692,16.136393,16.019524,15.101761,15.769609,19.527815,15.575602,C1802 - 1.092,1.0890334,534.3287,535.3281,,Target,,0
not found ,,770.5792,772.5815,C204 - 5.132,5.132,681930.3,657077.75,713356.75,566825.4,731031.6,499539.03,819731.6,908071.9,901034.75,425587.97,925703.44,1280344.6,628011.8,406909.66,626881.9,1041761.8,800389.3,729385.4,521119.47,687672.06,527545.8,898044.7,848508.7,904231.5,861896.2,862002.2,756280,601776.44,723479.7,19.379265,19.325705,19.444263,19.112545,19.479574,18.930237,19.644793,19.792448,19.781223,18.699099,19.82019,20.288101,19.260431,18.63435,19.257833,19.990595,19.610342,19.47632,18.991255,19.391361,19.008938,19.776428,19.69457,19.786333,19.717155,19.717333,19.52856,19.198868,19.464594,C204 - 5.132,4.9486666,770.5792,772.5815,,Target,,0
not found ,,848.66,850.6668,C209 - 6.744,6.744,252753.67,86406.87,154696.1,182260.92,185709.6,144287.66,113048.39,110005.39,84390.94,74997.21,113605.13,228718.48,131078.11,85346.57,151730.19,150084.45,88512.484,118746.66,101693.164,114614.72,126600.7,120470.06,251647.95,155850.58,129986.734,94213.38,144883.12,106423.56,139690.05,17.947372,16.398857,17.239077,17.475645,17.502687,17.138588,16.786581,16.747215,16.3648,16.19455,16.793669,17.803213,17.000067,16.381046,17.21115,17.195415,16.433594,16.857527,16.633863,16.806433,16.949926,16.878315,17.941048,17.249804,16.988005,16.523645,17.14453,16.699457,17.09187,C209 - 6.744,6.6465836,848.66,850.6668,,Target,,0
found  ,,821.6061,823.6125,C211 - 5.048,5.048,53408.793,101638.914,160739.19,46373.07,104643.45,108128.75,113128.26,116537.555,100681.23,112574.78,75292.57,106327.086,115293.5,99435.234,119733.85,134083.75,35374.81,96021.05,42808.69,61607.99,91979.9,73646.66,142042.23,92086.41,187471.52,79305.586,94699.47,134225.98,215670.14,15.70479,16.633093,17.294361,15.500999,16.675123,16.722391,16.7876,16.830435,16.619434,16.780525,16.20022,16.698149,16.81495,16.60147,16.86947,17.032776,15.110435,16.551064,15.385616,15.9108305,16.48903,16.168333,17.115961,16.490702,17.516312,16.275135,16.531069,17.034306,17.718468,C211 - 5.048,5.2137,821.6061,823.6125,,Target,,0
not found ,,1533.0985,1535.1038,C221 - 5.159,5.159,173472.64,183907.48,136540.02,210687.1,135412.73,172877.08,156984.4,103877.89,173166.92,164819.66,141476.78,9447.984,117283.12,156129.16,135140.16,166491.6,126320.99,168510.97,188605.94,150073.05,119062.82,125479.336,148554.67,150192.36,126785.31,196280.05,111673.94,97632.125,140181.53,17.404348,17.48862,17.058964,17.684742,17.047005,17.399387,17.260262,16.664528,17.401804,17.33053,17.110207,13.205791,16.839636,17.25238,17.044098,17.34509,16.946733,17.362482,17.525015,17.195305,16.861362,16.93709,17.180635,17.196451,16.952028,17.582554,16.768932,16.57507,17.096937,C221 - 5.159,5.271683,1533.0985,1535.1038,,Target,,0
not found ,,739.565,740.5686,C226 - 6.784,6.784,87829.75,7541.446,50768.305,56298.418,58653.15,46015.887,42114.734,8252.168,52975.566,51204.086,94602.53,85528.57,58724.58,48993.53,44945.39,83667.04,48631.926,5221.3013,55996.24,42000,50062.32,72044.28,61266.43,14792.073,9879.764,63730.156,67313.086,17111.793,82280.29,16.422422,12.880626,15.63164,15.780806,15.839921,15.489844,15.362038,13.010558,15.69304,15.643971,16.52959,16.384119,15.841677,15.580303,15.455886,16.352371,15.569615,12.350194,15.773042,15.358102,15.611438,16.136597,15.902809,13.852536,13.270261,15.959688,16.038599,14.062703,16.32826,C226 - 6.784,6.480933,739.565,740.5686,,Target,,0
not found ,,923.5307,901.5481,C239 - 6.896,6.896,49421.727,41906.527,68698.61,47967.82,57475.26,25480.38,51141.984,66822.06,58838.582,45029.48,50164.316,68643.72,63134.285,3728.9302,60571.316,88887.71,59680.652,42574.098,14533.439,42587.5,56958.59,69868.85,69570.484,67504.27,91739.95,38581.418,63017.168,59233.566,76294.13,15.592858,15.354888,16.067993,15.54978,15.810654,14.637099,15.642221,16.028038,15.844476,15.458582,15.614373,16.066841,15.946136,11.864547,15.886347,16.439697,15.864976,15.377688,13.827088,15.378142,15.797626,16.092361,16.086187,16.042692,16.485262,15.235619,15.943458,15.854127,16.219284,C239 - 6.896,6.9696,923.5307,901.5481,,Target,,0
not found ,,813.5138,815.5214,C24 - 2.571,2.571,70565.21,17106.846,5382.238,5930.5845,19604.162,7477.8013,54150.867,85062.46,71854.01,6750.6025,89551.625,259139.66,12115.165,5672.094,16040.5625,243592.78,5381.777,90451.76,7283.123,16737.63,14597.238,87700.06,11033.735,16277.478,13723.968,10001.483,10434.317,25116.62,19135.523,16.106668,14.062286,12.3939905,12.533958,14.258872,12.868398,15.724697,16.376234,16.132782,12.7208,16.450432,17.98337,13.564527,12.469666,13.969437,17.894112,12.393867,16.46486,12.830342,14.030808,13.833408,16.42029,13.429634,13.990589,13.7444105,13.287926,13.349049,14.616354,14.223966,C24 - 2.571,2.44735,813.5138,815.5214,,Target,,0
not found ,,813.5141,814.5169,C26 - 3.214,3.214,98298.47,37209.902,3980.5962,23645.172,33629.78,7851.8965,97799.79,124540.875,37424.09,58116.684,130881.65,339974.56,57185.656,35424.465,20084.412,292281.78,20790.625,81189,13384.437,24590.068,21999.781,113312.63,42647.03,71974.01,11222.122,36103.33,75047.484,42142.17,125953.61,16.58488,15.183399,11.958768,14.529258,15.037452,12.938826,16.577543,16.92626,15.19168,15.826665,16.997904,18.375067,15.803366,15.112458,14.293789,18.157001,14.343646,16.308996,13.708269,14.585788,14.425201,16.78995,15.380158,16.135187,13.454059,15.139845,16.195515,15.362978,16.942532,C26 - 3.214,2.8863332,813.5141,814.5169,,Target,,0
not found ,,815.5663,816.5692,C266 - 5.48,5.48,440860.8,183119.84,35046.586,33597.7,46595.168,88436.92,349128.88,370380.28,42582.906,48993.05,330104.25,387373.2,420155.2,36559.97,437695.72,422067.53,30110.705,33550.242,63191.914,408213.1,361515.56,31321.383,32790.137,33527.234,24012.607,380920.38,382196.34,420308.94,392648.3,18.749964,17.482428,15.096987,15.036075,15.507893,16.432362,18.413399,18.498648,15.377987,15.58029,18.332561,18.563364,18.680563,15.157977,18.739569,18.687115,14.87799,15.034036,15.947452,18.638962,18.463697,14.93486,15.000975,15.033046,14.551504,18.53913,18.543955,18.681091,18.582878,C266 - 5.48,5.3296666,815.5663,816.5692,,Target,,0
not found ,,878.6703,856.687,C295 - 6.327,6.327,2480080,5148519,4916046.5,5109776,5040809,4334504,4185392,5079505.5,5130806,5900330,4859841.5,4452182.5,5266636,2154970.5,1340300,4769581,2952711.2,5549877.5,4877847,5447849,5453413.5,2162083.2,3754284.5,4485887.5,3580743.5,4834411,5220804,5123726,4321738,21.241955,22.295727,22.229067,22.284828,22.265223,22.047436,21.996931,22.276257,22.290754,22.492365,22.212479,22.08608,22.32845,21.039236,20.354124,22.185432,21.493608,22.404024,22.217813,22.377256,22.378727,21.043991,21.840107,22.096962,21.771828,22.204908,22.31584,22.288761,22.04318,C295 - 6.327,6.3566833,878.6703,856.687,,Target,,0
not found ,,1559.1129,1561.1185,C315 - 5.205,5.205,286735.34,346322.1,342156.72,344295.5,300245.47,343861,304628.16,305626.25,339704.38,350473.6,331306.88,339744,325990.03,324306.97,279760.38,365964.06,315678.4,348510.44,300144.4,310807.25,329633.78,272621.78,307314.34,278381.34,323297.47,413188.4,303399.47,255279.25,309109.34,18.12936,18.401754,18.384296,18.393288,18.195782,18.391466,18.21669,18.221409,18.37392,18.418945,18.337809,18.374088,18.314468,18.307,18.093832,18.481342,18.268097,18.410841,18.195297,18.24566,18.330503,18.056541,18.229357,18.086702,18.302502,18.65644,18.21086,17.961718,18.237757,C315 - 5.205,5.28825,1559.1129,1561.1185,,Target,,0
not found ,,829.5072,831.517,C32 - 2.703,2.703,30637.844,10695.822,15058.07,17282.965,14387.632,7065.8823,35950.8,38313.074,70361.516,20168.863,55931.938,117122.3,26570.387,18003.754,17403.012,120716.93,24080.578,122613.54,11295.291,18721.773,20939.652,59238.797,27294.973,25061.12,27440.68,10862.223,21196.55,18874.166,28865.398,14.903028,13.38476,13.878248,14.077064,13.812542,12.786654,15.133736,15.22555,16.102499,14.299842,15.771384,16.837656,14.697532,14.136011,14.0870495,16.881268,14.555582,16.903759,13.463433,14.19243,14.35395,15.854255,14.736347,14.613164,14.744029,13.407031,14.371542,14.204125,14.817054,C32 - 2.703,2.7620833,829.5072,831.517,,Target,,0
not found ,,478.288,955.5767,C327 - 4.989,4.989,40515.754,68513.51,20978.926,42029.19,39397.168,43596.28,47449.746,33144.277,48598.688,36012.86,37749.65,32960.02,63525.586,54020.62,39986.105,23676.404,52959.41,34783.73,46819.49,46882.94,33334.676,46617.797,23168.715,56986.477,13549.22,42481.523,79614.92,29891.959,50164.332,15.306196,16.064102,14.356653,15.359104,15.265804,15.411917,15.534113,15.016473,15.56863,15.136225,15.204176,15.00843,15.95505,15.721223,15.287211,14.531162,15.692599,15.086125,15.514822,15.516775,15.024735,15.508594,14.49989,15.798332,13.725922,15.374547,16.280752,14.86747,15.614373,C327 - 4.989,5.0563335,478.288,955.5767,,Target,,0
not found ,,794.5797,796.5821,C344 - 4.775,4.775,508676.4,240239.06,315085.28,186726.39,280540.3,281321.9,246218.14,366616.7,485943.62,306957.7,285072.9,406562.66,290844,330283.4,198045.62,341307.25,236511.83,218656.62,316193.1,240941.23,212341.52,366215.2,323634.28,259625.73,368330.66,6029545,273209.53,324878.25,346245.88,18.956388,17.874111,18.265383,17.510567,18.097849,18.101862,17.909576,18.483912,18.89043,18.22768,18.120972,18.633118,18.149887,18.333345,17.595474,18.380713,17.851553,17.738308,18.270447,17.87832,17.696028,18.482332,18.304005,17.986074,18.490643,22.523617,18.059649,18.30954,18.401438,C344 - 4.775,5.2468333,794.5797,796.5821,,Target,,0
not found ,,901.5473,902.5502,C360 - 5.749,5.749,76148.336,204746.1,26723.48,73345.34,115938.29,89782.92,138073.25,111804.24,124805.14,82440.234,168120.3,28753.83,134920.05,228341.86,75010.99,105046.445,83222.2,170251.03,57896.938,90982.25,41296.406,37013.113,35441.516,60255.52,13803.422,90528.13,116637.82,22104.025,18197.992,16.216524,17.643476,14.705821,16.162418,16.822998,16.454153,17.075075,16.770617,16.929317,16.33106,17.359135,14.811466,17.041746,17.800837,16.194813,16.680668,16.34468,17.377304,15.8212,16.473297,15.333728,15.175749,15.1131525,15.878806,13.752739,16.466078,16.831676,14.432022,14.151492,C360 - 5.749,5.702367,901.5473,902.5502,,Target,,0
not found ,,805.6121,807.6171,C361 - 5.088,5.088,4861170.5,9602736,4253570.5,5351071.5,3801250.8,1.08E+07,3771030.5,3819909.8,5645958.5,4293939,8858466,4044042,4548253.5,1.24E+07,4809029.5,3221055.8,9713342,5051233.5,5799908.5,5068024.5,1.01E+07,3961547.5,3460290.8,4071866.2,3151133.5,4794336,4221225.5,3799668.5,3138398.5,22.212872,23.195013,22.020243,22.351397,21.858044,23.365902,21.846527,21.865107,22.428787,22.033869,23.078625,21.947367,22.11688,23.568491,22.197313,21.619102,23.211535,22.268206,22.467598,22.272991,23.273859,21.917633,21.722462,21.957258,21.58744,22.1929,22.009232,21.85744,21.581596,C361 - 5.088,5.0563335,805.6121,807.6171,,Target,,0
not found ,,1555.0824,1557.0885,C362 - 4.758,4.758,45561.2,30238.143,52510.777,3378.4675,67316.56,22732,69318.13,50611.082,17594.186,4942.5986,5037.072,18354.064,43759.68,12906.498,8602.367,23757.754,24547.447,9969.606,9630.362,15272.592,23086.537,10593.92,70164.125,49713.76,60089.94,13484.597,63004.16,43885.902,11668.706,15.475517,14.884082,15.6803255,11.722153,16.038673,14.472436,16.080944,15.627165,14.102811,12.271054,12.298369,14.163812,15.417315,13.65581,13.070518,14.536111,14.583285,13.28332,13.233375,13.898657,14.494763,13.37095,16.098446,15.601358,15.874837,13.719025,15.943159,15.42147,13.510357,C362 - 4.758,4.7995834,1555.0824,1557.0885,,Target,,0
not found ,,796.5946,798.6004,C366 - 5.208,5.208,269497.72,309417.94,261483.7,40101.35,196000.42,193996.69,272860.06,409232.25,57161.01,234102.25,188199.52,237116.89,52807.633,53279.6,240257.98,160700.02,123046.234,234411.69,53521.832,154422.5,93655.71,289832.88,287546.44,242320.52,312490.56,271956.3,209319.92,187859.67,276264.16,18.039913,18.239197,17.99636,15.291363,17.580498,17.565672,18.057802,18.642561,15.802744,17.836779,17.521904,17.855238,15.688458,15.701295,17.874224,17.29401,16.90884,17.838684,15.70784,17.236523,16.51508,18.144861,18.133434,17.886557,18.253452,18.053015,17.67535,17.519297,18.07569,C366 - 5.208,5.279967,796.5946,798.6004,,Target,,0
not found ,,408.7471,409.7498,C386 - 3.891,3.891,56995.863,15883.777,51606.918,65478.18,9384.99,52915.816,11208.356,23389.049,9591.531,15062.465,14311.645,26354.701,9478.457,74750.99,26930.762,21020.594,8787.305,19002.174,60085.207,96109.61,37540.29,19666.201,11599.244,42257.918,24623.127,23140.783,22843.594,45759.285,33309.19,15.79857,13.955267,15.655276,15.998726,13.196139,15.691411,13.452288,14.513546,13.227545,13.87867,13.804901,14.685773,13.210436,16.189806,14.716967,14.359515,13.101205,14.213877,15.8747225,16.552393,15.196152,14.263431,13.501743,15.366935,14.587727,14.49815,14.479502,15.481776,15.023632,C386 - 3.891,3.9796166,408.7471,409.7498,,Target,,0
not found ,,603.476,604.4789,C388 - 6.648,6.648,168804.53,173738.4,73440.81,136812.97,163700.73,209026.25,250265.48,73096.35,180667.53,177101.19,181950.58,180568.38,147426.3,258487.92,205299,112275.71,159630.06,182014.08,192281.56,373174.4,136660.1,245129.83,179977.31,130405.086,83898.46,197672.6,181069.95,174290.2,143960.47,17.364994,17.406557,16.164295,17.061846,17.320702,17.673325,17.9331,16.15751,17.462978,17.434214,17.473186,17.462185,17.169634,17.979738,17.647367,16.776686,17.284374,17.47369,17.55286,18.509491,17.060232,17.903187,17.457455,16.992641,16.356356,17.592752,17.466188,17.41113,17.135313,C388 - 6.648,6.5554667,603.476,604.4789,,Target,,0
not found ,,465.3713,466.3744,C397 - 3.991,3.991,237867.03,990257.4,18078.004,362034.4,949276.06,63975.37,144210.08,169348.17,41897.37,276005.47,63379.39,149804.7,45498.363,44888.55,936451.94,101542.805,66505.41,201011.17,126100.625,74960.46,58232.96,534927,145703.42,420053.3,142214.55,207310.4,295992.56,161987.73,116062.164,17.859797,19.917444,14.141948,18.465767,19.856468,15.965229,17.137812,17.369633,15.354572,18.074337,15.951727,17.192722,15.473527,15.45406,19.836845,16.631727,16.021185,17.616917,16.944216,16.193842,15.829549,19.028982,17.152674,18.680214,17.11771,17.661434,18.175201,17.305525,16.82454,C397 - 3.991,3.9547668,465.3713,466.3744,,Target,,0
not found ,,925.546,903.5636,C410 - 5.071,5.071,16961.12,36394.504,401736.9,70287.125,457622.2,62678.75,467990.56,18039.156,124451,464626.22,21305.25,22486.479,127108.37,128713.73,20241.188,382565.66,419043.3,23123.543,690721,64101.562,127814.67,14773.761,114441,112545.52,335776.1,67511.234,17193.375,27700.459,338539.66,14.049944,15.151434,18.615892,16.100973,18.803797,15.935688,18.83612,14.138844,16.925219,18.82571,14.3789215,14.456769,16.9557,16.973806,14.305006,18.545347,18.676739,14.497075,19.397743,15.968072,16.963694,13.850749,16.804245,16.78015,18.357141,16.042841,14.069565,14.757622,18.368965,C410 - 5.071,5.4953165,925.546,903.5636,,Target,,0
not found ,,815.5293,816.5323,C420 - 3.752,3.752,75123.53,62535.2,32579.865,385950.47,593752.4,32747.254,37646.574,108461.51,37143.953,35760.188,61069.766,652254.75,46288.04,46371.137,41403.094,121443.59,75450.7,29234.666,54962.188,35977.598,72389.54,41840.965,54703.93,103994.32,155165.95,30535.783,90455.82,105810.984,813635.6,16.196976,15.932381,14.9916935,18.558056,19.179502,14.999085,15.200232,16.726824,15.18084,15.126067,15.898171,19.315075,15.498351,15.500939,15.337451,16.889927,16.203247,14.835393,15.746152,15.134811,16.143494,15.352629,15.739357,16.666145,17.243452,14.898213,16.464926,16.69113,19.634024,C420 - 3.752,4.3606167,815.5293,816.5323,,Target,,0
not found ,,955.5982,957.6028,C428 - 3.279,3.279,9923.496,84330.18,12681.208,8488.625,80848.65,63635.324,87357.53,76391.07,68585.46,70672.15,73997.96,10456.357,66739.44,71643.945,72628.01,86467.66,85735.91,66715.56,78865.336,75118.39,76786.36,79671.08,91426.086,10471.519,11619.223,113677.91,99455.2,11258.629,12989.583,13.276632,16.363762,13.630405,13.051314,16.302937,15.95754,16.414644,16.221115,16.065615,16.108854,16.175198,13.352093,16.02625,16.128557,16.148237,16.399874,16.387611,16.025736,16.267105,16.196878,16.228561,16.281769,16.480318,13.354183,13.504227,16.794594,16.601759,13.458743,13.665068,C428 - 3.279,3.4246833,955.5982,957.6028,,Target,,0
not found ,,809.4833,810.4876,C431 - 3.725,3.725,6174.1006,43400.824,52114.51,50662.926,8983.682,18004.803,28397.082,22314.32,22411.879,17610.42,49985.957,73327.91,38050.336,20289.115,17537.72,24194.457,84778.08,16931.55,40083.27,32520.744,16244.868,33712.11,8291.93,13438.948,8078.577,67335.23,12564.356,95481.805,10988.465,12.592013,15.405436,15.669397,15.628643,13.13309,14.136095,14.793455,14.445683,14.451976,14.104141,15.609235,16.162075,15.215622,14.308418,14.098173,14.562388,16.371405,14.047426,15.290712,14.989072,13.987697,15.040979,13.017492,13.714133,12.979886,16.039074,13.617049,16.542938,13.423702,C431 - 3.725,3.6897333,809.4833,810.4876,,Target,,0
